Borrower_ID,Age,Gender,Employment_Type,Monthly_Income,Num_Dependents,Loan_ID,Loan_Amount,Loan_Tenure,Interest_Rate,Collateral_Value,Outstanding_Loan_Amount,Monthly_EMI,Payment_History,Num_Missed_Payments,Days_Past_Due,Recovery_Status,Collection_Attempts,Collection_Method,Legal_Action_Taken
BRW_178,39,Male,Salaried,181326,4,LN_178,1960332,30,7.220255527054064,819555,323923,41200,Missed,4,133,Not Recovered,2,Calls,Yes
BRW_179,49,Male,Self-Employed,104045,2,LN_179,645484,42,7.687576356614519,665078,693812,25714,On-Time,0,44,Fully Recovered,5,Legal Notice,No
BRW_180,30,Male,Salaried,136859,0,LN_180,1692878,46,11.262131102039323,717997,668626,19890,Missed,8,70,Partially Recovered,4,Legal Notice,No
BRW_181,47,Female,Salaried,165544,3,LN_181,451426,68,13.417636709202785,2144751,383331,5725,On-Time,2,132,Partially Recovered,5,Emails,Yes
BRW_182,44,Female,Self-Employed,23471,1,LN_182,1764858,72,12.106243438473394,148469,116603,44205,Delayed,2,55,Not Recovered,6,Emails,Yes
BRW_183,58,Female,Self-Employed,140312,3,LN_183,1528081,42,13.811247490213702,2337422,848039,21684,On-Time,1,126,Fully Recovered,2,Settlement Offer,No
BRW_184,52,Female,Business,159401,1,LN_184,1620889,64,12.283236846704913,1116136,541228,27325,Missed,3,31,Partially Recovered,4,Calls,No
BRW_185,20,Male,Self-Employed,185937,0,LN_185,1131916,43,14.278742300294814,516394,679363,33542,On-Time,1,48,Partially Recovered,7,Debt Collectors,No
BRW_186,46,Male,Self-Employed,66850,3,LN_186,351994,77,9.410386711378809,2090825,652168,47037,Missed,8,12,Not Recovered,3,Debt Collectors,Yes
BRW_187,32,Male,Business,74220,3,LN_187,1024488,70,8.241275059019836,520112,622696,14092,Delayed,9,157,Fully Recovered,9,Legal Notice,No
BRW_188,60,Male,Self-Employed,113808,0,LN_188,1595491,21,13.56077350088226,1103519,821247,31382,On-Time,6,24,Not Recovered,1,Calls,Yes
BRW_189,22,Female,Self-Employed,157469,3,LN_189,687999,13,12.331584686299383,1298071,686229,40770,Missed,7,59,Partially Recovered,3,Legal Notice,Yes
BRW_190,58,Female,Self-Employed,186597,1,LN_190,789538,77,7.295544194494289,1098966,49297,26457,Missed,2,58,Fully Recovered,1,Debt Collectors,No
BRW_191,25,Male,Self-Employed,73072,3,LN_191,1109670,71,11.185300740423394,2418853,60107,7131,Missed,5,155,Not Recovered,2,Emails,Yes
BRW_192,27,Male,Business,103820,2,LN_192,1972967,28,8.16738144040095,1050482,344937,47029,On-Time,9,57,Partially Recovered,3,Calls,Yes
BRW_193,46,Female,Self-Employed,43284,4,LN_193,1000922,27,12.844925149279646,532249,409898,26215,On-Time,5,19,Not Recovered,3,Calls,No
BRW_194,28,Male,Self-Employed,103369,1,LN_194,1890749,27,11.353554476264739,2090178,543910,13612,On-Time,0,161,Not Recovered,9,Settlement Offer,No
BRW_195,56,Female,Business,45122,2,LN_195,1734449,57,13.744671022133197,189773,292552,38305,Delayed,5,132,Not Recovered,8,Emails,Yes
BRW_196,52,Male,Salaried,150349,0,LN_196,515590,50,15.861624406472622,342808,664197,14091,Missed,2,170,Fully Recovered,9,Emails,No
BRW_197,61,Male,Business,90553,1,LN_197,1609067,42,10.296355522256398,1129775,981714,36103,Missed,2,56,Partially Recovered,5,Legal Notice,Yes
BRW_198,63,Male,Salaried,114788,4,LN_198,1483284,12,17.583123145815303,2196916,146479,38089,Delayed,2,53,Partially Recovered,8,Calls,No
BRW_199,43,Male,Business,82812,4,LN_199,1167374,22,12.891979506463318,2047298,160381,30759,Delayed,9,111,Partially Recovered,3,Legal Notice,No
BRW_200,34,Male,Business,27999,0,LN_200,952458,15,13.801198786302667,1170933,989422,47022,On-Time,9,172,Partially Recovered,8,Emails,No
BRW_201,51,Male,Self-Employed,42436,0,LN_201,251604,82,14.487396105483107,1391449,93190,1559,On-Time,7,85,Fully Recovered,8,Settlement Offer,No
BRW_202,51,Male,Salaried,62963,1,LN_202,160130,37,14.334046828433488,2409864,412111,1713,On-Time,4,36,Not Recovered,5,Calls,Yes
BRW_203,43,Female,Self-Employed,153168,3,LN_203,858596,61,12.620678173495683,859734,776644,38361,On-Time,3,83,Partially Recovered,4,Emails,No
BRW_204,60,Female,Salaried,176351,0,LN_204,740955,23,11.716407202261518,1012884,217984,16184,On-Time,8,47,Fully Recovered,2,Settlement Offer,Yes
BRW_205,68,Female,Business,128899,3,LN_205,80257,76,7.591601605951157,1667832,524658,16261,On-Time,8,117,Not Recovered,4,Debt Collectors,Yes
BRW_206,68,Female,Business,46201,2,LN_206,457427,58,7.2429442983129775,2257728,376356,21372,Delayed,0,47,Fully Recovered,2,Emails,No
BRW_207,31,Female,Salaried,170787,4,LN_207,932421,64,10.937573139860412,1872154,786918,33140,Delayed,1,111,Fully Recovered,4,Debt Collectors,No
BRW_208,58,Male,Self-Employed,180381,3,LN_208,972736,82,10.670269796970619,913605,810194,34024,Delayed,7,109,Partially Recovered,4,Legal Notice,No
BRW_209,21,Male,Self-Employed,166150,4,LN_209,1035257,13,11.264646703229074,1510399,550901,48342,Missed,4,5,Partially Recovered,1,Debt Collectors,No
BRW_210,22,Female,Self-Employed,25105,3,LN_210,1151267,35,8.52205020977009,16939,768164,33544,Missed,6,161,Not Recovered,8,Emails,No
BRW_211,68,Male,Self-Employed,137666,2,LN_211,1702632,15,15.11985097590528,2056547,3196,1037,On-Time,0,77,Not Recovered,6,Debt Collectors,Yes
BRW_212,56,Female,Business,114848,0,LN_212,468829,30,16.42660856253863,306604,501072,44032,Delayed,9,175,Partially Recovered,5,Calls,No
BRW_213,68,Female,Business,22839,2,LN_213,588314,37,17.325860989114386,2032656,512191,13697,Missed,4,22,Fully Recovered,4,Emails,Yes
BRW_214,36,Male,Business,88920,0,LN_214,799450,51,12.415985338715885,2296446,226009,42420,Missed,2,125,Partially Recovered,3,Settlement Offer,Yes
BRW_215,68,Male,Business,63619,0,LN_215,1391628,61,14.709522690379714,2159271,886997,49698,Delayed,9,83,Not Recovered,7,Debt Collectors,Yes
BRW_216,21,Male,Business,62821,4,LN_216,593898,54,16.4110623577946,1458251,862781,32707,Missed,1,12,Fully Recovered,1,Calls,Yes
BRW_217,21,Female,Self-Employed,145736,2,LN_217,1276294,78,11.601202222028345,1003750,851271,27016,Missed,1,46,Fully Recovered,7,Legal Notice,No
BRW_218,47,Male,Self-Employed,164565,3,LN_218,1596933,23,10.403540743574888,1267403,435132,35600,Delayed,8,43,Fully Recovered,0,Legal Notice,No
BRW_219,42,Female,Self-Employed,37069,2,LN_219,375329,78,17.30397011438839,1315777,532860,49285,Missed,3,104,Partially Recovered,9,Debt Collectors,Yes
BRW_220,56,Female,Self-Employed,27531,4,LN_220,908999,38,12.672442061847804,149805,506528,24984,Delayed,3,159,Partially Recovered,0,Legal Notice,Yes
BRW_221,51,Female,Business,188123,0,LN_221,1277222,65,12.469792752499657,1854165,421441,6167,Missed,6,153,Not Recovered,2,Settlement Offer,No
BRW_222,52,Male,Business,158808,4,LN_222,1091482,77,8.962577062198454,1870038,570141,1432,Delayed,9,13,Fully Recovered,4,Emails,Yes
BRW_223,20,Male,Business,158782,1,LN_223,1616996,60,8.189705160306925,2247837,966894,5151,Missed,9,179,Fully Recovered,5,Calls,No
BRW_224,38,Female,Salaried,87155,1,LN_224,1320699,27,16.263175487318627,1681476,687635,48680,Missed,1,120,Partially Recovered,3,Debt Collectors,Yes
BRW_225,21,Male,Self-Employed,165047,3,LN_225,1593812,13,13.755464938062698,377224,858811,7411,Delayed,2,35,Not Recovered,6,Legal Notice,No
BRW_226,63,Male,Self-Employed,82424,4,LN_226,872614,71,10.584070424213936,1918036,918609,31788,Missed,2,7,Not Recovered,6,Emails,Yes
BRW_227,45,Male,Business,65603,3,LN_227,968074,65,9.109098391292932,479498,116074,27623,Delayed,5,167,Fully Recovered,1,Settlement Offer,Yes
BRW_228,51,Female,Self-Employed,174324,3,LN_228,1589582,41,13.110470081865945,1184836,453112,23104,Delayed,2,149,Partially Recovered,1,Legal Notice,Yes
BRW_229,25,Female,Self-Employed,152503,1,LN_229,593576,49,13.423112181872488,238178,567497,1256,Missed,4,15,Fully Recovered,1,Legal Notice,No
BRW_230,51,Male,Business,188553,3,LN_230,915256,39,9.27692961369564,259418,490391,34439,On-Time,3,90,Partially Recovered,1,Calls,No
BRW_231,23,Female,Salaried,112573,1,LN_231,1707289,36,16.365463226806213,2126832,959991,34257,Missed,2,119,Not Recovered,8,Settlement Offer,No
BRW_232,30,Male,Salaried,160629,0,LN_232,50917,21,7.9269080277143615,234433,411267,40657,On-Time,7,59,Fully Recovered,4,Settlement Offer,Yes
BRW_233,36,Male,Salaried,123302,4,LN_233,1960610,71,10.917023936830638,2026199,618532,45674,On-Time,9,9,Fully Recovered,7,Debt Collectors,Yes
BRW_234,57,Male,Business,151234,3,LN_234,1062544,53,14.484228551387744,364446,756355,19066,Missed,2,152,Fully Recovered,4,Calls,Yes
BRW_235,43,Male,Self-Employed,185814,1,LN_235,901007,51,10.015324002011209,448934,253516,46371,On-Time,5,30,Not Recovered,4,Debt Collectors,Yes
BRW_236,24,Female,Business,39675,2,LN_236,908950,53,16.10442714259399,1047725,732760,33746,Delayed,6,20,Fully Recovered,0,Calls,Yes
BRW_237,53,Female,Business,93997,3,LN_237,827475,58,15.13854609260444,1578660,624588,3460,Delayed,6,80,Not Recovered,5,Settlement Offer,Yes
BRW_238,25,Female,Self-Employed,168087,0,LN_238,1137680,48,15.679251290029477,1882226,722321,38297,On-Time,1,32,Partially Recovered,3,Calls,No
BRW_239,41,Male,Salaried,183663,0,LN_239,723422,33,8.31017189464388,1743067,453372,35743,Delayed,2,30,Not Recovered,2,Calls,No
BRW_240,30,Male,Salaried,160905,2,LN_240,329143,68,8.546018407950973,1449915,376826,4216,Missed,9,148,Partially Recovered,5,Calls,No
BRW_241,67,Male,Business,27896,1,LN_241,312091,38,10.15121111519042,2078038,57175,15267,Delayed,9,35,Not Recovered,1,Emails,Yes
BRW_242,35,Female,Salaried,184044,3,LN_242,1553637,52,12.698848817173172,1471617,924353,10581,On-Time,3,131,Not Recovered,7,Emails,No
BRW_243,52,Male,Business,69733,1,LN_243,453157,45,15.228176843693426,823271,101551,5515,Missed,6,67,Fully Recovered,0,Settlement Offer,Yes
BRW_244,28,Female,Business,61800,0,LN_244,635457,43,16.20183979836994,1942120,805408,23076,Delayed,1,89,Not Recovered,8,Calls,Yes
BRW_245,25,Female,Self-Employed,116044,1,LN_245,1253118,77,14.747688475528985,1682964,392761,45816,Missed,2,131,Fully Recovered,7,Settlement Offer,No
BRW_246,35,Female,Self-Employed,25347,0,LN_246,1228320,23,17.21456569683702,821939,886226,10776,On-Time,6,8,Partially Recovered,0,Emails,Yes
BRW_247,48,Female,Self-Employed,153715,1,LN_247,1995692,51,15.126178605775234,99244,771272,22947,Delayed,6,29,Partially Recovered,9,Calls,Yes
BRW_248,22,Female,Business,60785,2,LN_248,109821,21,10.368946757050761,2485084,510491,3963,Missed,9,114,Fully Recovered,8,Debt Collectors,Yes
BRW_249,39,Female,Self-Employed,38681,4,LN_249,1316317,59,9.915894127724298,1458835,581154,7786,Missed,2,44,Partially Recovered,1,Emails,Yes
BRW_250,55,Male,Salaried,123864,2,LN_250,299265,31,14.658116953311989,1248641,117752,14866,Delayed,0,3,Not Recovered,2,Emails,Yes
BRW_251,38,Male,Salaried,166964,2,LN_251,487651,50,9.121576255585758,2149279,833510,39968,Missed,2,68,Fully Recovered,1,Emails,No
BRW_252,45,Female,Business,67299,4,LN_252,1496321,71,8.019862918912969,992281,253564,33305,Missed,4,22,Fully Recovered,7,Calls,No
BRW_253,22,Female,Business,37073,4,LN_253,1312703,77,12.854451623418132,861864,293257,18360,On-Time,6,15,Fully Recovered,1,Legal Notice,Yes
BRW_254,38,Male,Self-Employed,122304,3,LN_254,324336,76,16.038057267568508,1687040,770880,41113,On-Time,3,21,Partially Recovered,9,Debt Collectors,Yes
BRW_255,39,Female,Business,50682,3,LN_255,1434822,62,8.115178267168499,2196274,539689,33813,On-Time,0,71,Partially Recovered,1,Debt Collectors,No
BRW_256,51,Female,Business,144302,2,LN_256,253834,47,15.710804561753022,2429700,930388,2193,On-Time,5,47,Not Recovered,0,Settlement Offer,No
BRW_257,26,Male,Salaried,165361,2,LN_257,1857402,35,15.927292047867029,1392652,215432,5512,On-Time,1,106,Not Recovered,6,Calls,No
BRW_258,60,Female,Salaried,135359,0,LN_258,1999902,38,12.305014000896978,621458,430779,23666,On-Time,2,132,Fully Recovered,1,Emails,Yes
BRW_259,52,Female,Self-Employed,158999,0,LN_259,1185371,13,7.630413410115355,1531439,165486,17630,Delayed,3,6,Not Recovered,9,Legal Notice,No
BRW_260,59,Female,Business,199402,3,LN_260,1263735,42,8.92048836371905,1821042,671502,9983,On-Time,5,50,Partially Recovered,4,Calls,No
BRW_261,58,Male,Business,86707,3,LN_261,378821,68,14.781689026781255,2073890,770488,1636,Missed,5,64,Not Recovered,4,Calls,Yes
BRW_262,37,Male,Salaried,85428,0,LN_262,709987,77,14.829557394900444,1156300,333636,4775,Delayed,6,8,Partially Recovered,2,Legal Notice,Yes
BRW_263,59,Male,Business,70601,0,LN_263,293877,40,16.881908026844318,398008,210536,3421,Missed,4,81,Not Recovered,2,Emails,No
BRW_264,20,Female,Salaried,153611,1,LN_264,1297874,26,13.409547612100411,1323957,730617,14025,On-Time,6,44,Partially Recovered,2,Calls,Yes
BRW_265,30,Female,Self-Employed,131487,1,LN_265,1597419,23,8.365181044851552,1886594,76693,10280,On-Time,1,121,Partially Recovered,5,Debt Collectors,No
BRW_266,47,Male,Salaried,173741,0,LN_266,970759,39,8.335563960554694,999291,35135,37951,Missed,0,174,Not Recovered,3,Debt Collectors,No
BRW_267,44,Female,Business,171716,1,LN_267,1811369,35,14.93245593092506,1854260,465448,12351,Missed,9,151,Not Recovered,2,Legal Notice,Yes
BRW_268,69,Female,Self-Employed,169817,4,LN_268,186285,32,9.021631316186912,2060356,814294,39091,Missed,7,9,Partially Recovered,1,Emails,Yes
BRW_269,42,Female,Salaried,48228,3,LN_269,1200988,21,10.61224049578266,2344693,136262,46656,Delayed,0,72,Fully Recovered,2,Legal Notice,No
BRW_270,50,Female,Salaried,185593,3,LN_270,1642268,29,12.359332076141053,1031328,594487,31171,On-Time,1,47,Not Recovered,3,Calls,Yes
BRW_271,49,Female,Self-Employed,142788,0,LN_271,166545,25,7.272413653337663,1607895,891798,4644,Missed,9,162,Partially Recovered,5,Debt Collectors,Yes
BRW_272,61,Male,Self-Employed,117239,2,LN_272,1517172,45,9.73700929721925,174001,4331,17142,On-Time,5,86,Not Recovered,3,Settlement Offer,Yes
BRW_273,54,Female,Salaried,46928,0,LN_273,1320704,69,11.486785693580082,1376467,517400,8773,Missed,0,110,Not Recovered,7,Legal Notice,Yes
BRW_274,26,Male,Business,38322,1,LN_274,724533,33,10.075999503425269,1499643,183258,29466,On-Time,9,15,Not Recovered,2,Settlement Offer,Yes
BRW_275,35,Female,Salaried,107896,2,LN_275,1806963,81,8.500073602143225,2414607,831080,11778,Delayed,2,52,Not Recovered,2,Settlement Offer,Yes
BRW_276,45,Male,Self-Employed,82292,1,LN_276,1908997,47,15.00813483575817,65867,290693,13501,On-Time,6,39,Not Recovered,2,Debt Collectors,Yes
BRW_277,67,Female,Salaried,49055,4,LN_277,835945,56,15.944624206847834,88780,212854,48177,Missed,7,99,Fully Recovered,7,Legal Notice,No
BRW_278,68,Male,Self-Employed,62891,1,LN_278,1468826,47,9.832268737580973,874072,550049,3108,On-Time,3,19,Fully Recovered,3,Settlement Offer,Yes
BRW_279,21,Female,Self-Employed,101912,4,LN_279,336663,33,15.518614440669337,2373887,789694,30369,Delayed,2,68,Fully Recovered,0,Calls,No
BRW_280,20,Male,Business,157660,4,LN_280,831163,72,11.241089208414452,727,504840,37382,Delayed,0,44,Partially Recovered,1,Emails,Yes
BRW_281,67,Female,Self-Employed,110536,1,LN_281,1907447,67,12.57354369939403,1019051,968763,26818,On-Time,8,5,Fully Recovered,9,Emails,No
BRW_282,31,Male,Self-Employed,26304,1,LN_282,1479290,44,16.416011823824682,1414119,859004,11251,Missed,9,176,Fully Recovered,1,Debt Collectors,Yes
BRW_283,24,Female,Business,27345,4,LN_283,1044453,56,15.249490499826486,1160689,780080,24341,Delayed,5,38,Partially Recovered,2,Legal Notice,No
BRW_284,56,Male,Self-Employed,180372,2,LN_284,64995,47,15.856285364477955,1268182,184544,12678,Delayed,5,101,Fully Recovered,5,Legal Notice,Yes
BRW_285,51,Male,Business,175331,4,LN_285,73559,31,8.505296832449925,2489727,350002,15367,On-Time,8,129,Not Recovered,7,Emails,No
BRW_286,28,Female,Business,111006,3,LN_286,571244,29,7.7669136841710245,390732,84667,30672,Delayed,0,106,Fully Recovered,0,Calls,Yes
BRW_287,60,Female,Self-Employed,166424,4,LN_287,1449769,49,16.827452019967858,2251743,4677,5332,Delayed,5,38,Fully Recovered,8,Emails,Yes
BRW_288,54,Male,Self-Employed,149350,2,LN_288,448237,78,11.266176965282039,2000398,204580,13002,Missed,4,117,Fully Recovered,0,Emails,No
BRW_289,38,Female,Salaried,184437,3,LN_289,672288,34,10.166676458766489,1254179,130334,21284,Missed,5,148,Not Recovered,9,Legal Notice,No
BRW_290,67,Male,Business,39446,0,LN_290,1775055,27,14.97165879688007,2276158,474081,16700,Missed,7,167,Not Recovered,1,Settlement Offer,Yes
BRW_291,35,Male,Salaried,22336,0,LN_291,494755,70,16.20057156237842,1421525,495784,14769,On-Time,4,81,Not Recovered,2,Calls,No
BRW_292,22,Male,Self-Employed,82032,2,LN_292,538051,80,16.48738584088131,1953097,363581,30318,Delayed,1,53,Not Recovered,6,Legal Notice,No
BRW_293,39,Female,Salaried,117852,4,LN_293,875782,79,10.475968552377502,2110417,968121,25323,On-Time,1,109,Partially Recovered,8,Emails,Yes
BRW_294,43,Male,Business,158593,1,LN_294,489439,32,16.374336303218413,1462417,411811,28610,Delayed,9,11,Not Recovered,2,Settlement Offer,No
BRW_295,52,Male,Salaried,174553,2,LN_295,1124093,81,7.450273388117799,1652486,480675,7963,Delayed,4,164,Not Recovered,7,Calls,Yes
BRW_296,43,Female,Business,38474,3,LN_296,1570445,23,7.546276406056908,2421188,584436,8838,Delayed,2,109,Not Recovered,8,Debt Collectors,No
BRW_297,30,Female,Self-Employed,197832,3,LN_297,465466,27,13.858711146915699,675899,833358,46167,Missed,9,37,Not Recovered,9,Calls,Yes
BRW_298,68,Female,Self-Employed,75718,0,LN_298,1314134,25,7.694170060271008,318774,599559,13243,On-Time,2,142,Partially Recovered,6,Calls,No
BRW_299,27,Female,Business,64629,3,LN_299,526111,72,10.570700853611777,486626,558745,28939,On-Time,7,6,Fully Recovered,3,Emails,Yes
BRW_300,55,Male,Self-Employed,65232,2,LN_300,925564,82,14.400315848716165,655313,566819,2845,Delayed,6,77,Fully Recovered,3,Emails,Yes
BRW_301,57,Male,Self-Employed,106544,3,LN_301,534282,57,10.70993585659649,611868,204335,47710,On-Time,0,177,Not Recovered,3,Debt Collectors,No
BRW_302,59,Male,Self-Employed,70669,2,LN_302,1558590,43,8.975597595841055,339606,466516,17766,Missed,4,64,Not Recovered,5,Debt Collectors,No
BRW_303,39,Male,Self-Employed,89184,1,LN_303,1545991,26,10.094856840392257,1407757,652315,37880,On-Time,8,101,Not Recovered,3,Debt Collectors,Yes
BRW_304,54,Female,Business,199017,0,LN_304,1615615,55,12.03332865475475,1143886,194243,13780,Delayed,3,100,Fully Recovered,4,Legal Notice,Yes
BRW_305,67,Male,Salaried,33140,3,LN_305,1944554,28,12.229244408910306,1204656,512445,49458,Missed,0,43,Fully Recovered,8,Legal Notice,No
BRW_306,44,Male,Salaried,146468,2,LN_306,571396,52,15.613002544819222,738456,257231,43856,Missed,7,30,Not Recovered,6,Emails,No
BRW_307,54,Female,Self-Employed,103457,4,LN_307,1204262,65,15.251685523746637,1138452,773589,2509,Delayed,4,170,Fully Recovered,7,Emails,No
BRW_308,44,Male,Salaried,34357,0,LN_308,1711015,55,12.024995850117488,682986,570059,24957,On-Time,1,76,Partially Recovered,4,Debt Collectors,No
BRW_309,48,Male,Salaried,131672,1,LN_309,1364047,16,16.302340840086487,360400,617423,46172,Delayed,0,47,Not Recovered,4,Legal Notice,No
BRW_310,37,Male,Self-Employed,88673,2,LN_310,1743182,38,8.256608524505355,1411257,590642,35346,On-Time,2,81,Not Recovered,6,Settlement Offer,No
BRW_311,65,Male,Self-Employed,141673,1,LN_311,997272,54,9.808886852517917,2288013,637031,18263,On-Time,8,126,Partially Recovered,7,Legal Notice,Yes
BRW_312,37,Male,Salaried,85633,1,LN_312,769778,42,16.107741098524766,1767581,768741,47874,Missed,0,83,Partially Recovered,8,Emails,No
BRW_313,21,Male,Business,116111,3,LN_313,1586178,28,11.157934424887685,2348818,954793,27148,Delayed,3,9,Fully Recovered,1,Legal Notice,No
BRW_314,54,Female,Self-Employed,98258,3,LN_314,1084451,65,17.79299714673226,628151,558180,32533,Missed,7,28,Partially Recovered,2,Emails,No
BRW_315,35,Female,Business,163996,2,LN_315,1796724,73,12.12878609680619,957004,202268,43608,Delayed,7,47,Not Recovered,1,Debt Collectors,No
BRW_316,60,Male,Salaried,89286,4,LN_316,1738809,43,15.711291852601406,335510,916094,13931,Delayed,9,115,Fully Recovered,9,Debt Collectors,Yes
BRW_317,55,Male,Self-Employed,113269,2,LN_317,1312032,51,11.425377455206092,452333,95057,2359,Missed,7,12,Partially Recovered,6,Debt Collectors,Yes
BRW_318,52,Female,Business,94071,4,LN_318,358974,24,11.674488709686734,2047463,38409,25532,Delayed,9,171,Fully Recovered,1,Settlement Offer,Yes
BRW_319,23,Male,Self-Employed,50651,1,LN_319,102446,46,11.211714620126019,857617,246889,21344,Delayed,7,46,Fully Recovered,1,Settlement Offer,Yes
BRW_320,52,Male,Salaried,90202,0,LN_320,1072582,16,14.90983182561893,50248,427686,5242,On-Time,3,102,Fully Recovered,1,Emails,No
BRW_321,33,Male,Business,68777,2,LN_321,1506952,40,13.022696724659939,1254304,149457,21601,Delayed,7,90,Fully Recovered,3,Calls,Yes
BRW_322,40,Female,Salaried,168066,2,LN_322,761943,81,17.381559225052058,2041781,416512,20116,Delayed,8,52,Partially Recovered,0,Settlement Offer,No
BRW_323,67,Male,Salaried,87263,4,LN_323,1525790,36,9.759793481875153,2177040,904998,36477,Missed,6,91,Not Recovered,1,Emails,No
BRW_324,39,Female,Self-Employed,120158,1,LN_324,994734,33,8.106190052917889,240346,323860,31782,Missed,1,76,Not Recovered,2,Legal Notice,Yes
BRW_325,27,Male,Business,30800,1,LN_325,190148,77,11.325876336091367,618821,875584,46559,Delayed,8,43,Partially Recovered,6,Debt Collectors,Yes
BRW_326,26,Female,Salaried,57823,4,LN_326,1692205,56,13.783839784114535,41954,26382,19880,On-Time,7,155,Not Recovered,9,Debt Collectors,No
BRW_327,22,Female,Salaried,83878,1,LN_327,81085,80,16.468788306070444,351863,76675,4499,On-Time,4,1,Fully Recovered,0,Debt Collectors,Yes
BRW_328,36,Male,Business,38708,3,LN_328,1416291,83,10.808165753483603,664164,546707,32587,Missed,2,100,Fully Recovered,5,Emails,Yes
BRW_329,52,Female,Salaried,163891,0,LN_329,1506507,12,14.191654262369077,1796641,81238,45458,Delayed,6,56,Fully Recovered,2,Debt Collectors,No
BRW_330,67,Male,Salaried,83870,2,LN_330,574006,55,10.85218549125541,262739,225825,27020,Delayed,1,56,Partially Recovered,2,Settlement Offer,No
BRW_331,31,Female,Business,29283,0,LN_331,1489028,50,13.78941541293904,1613507,694651,9080,On-Time,2,33,Fully Recovered,3,Legal Notice,No
BRW_332,41,Male,Business,181645,2,LN_332,1104326,65,16.73288741733716,2421961,274541,24207,On-Time,8,57,Fully Recovered,3,Debt Collectors,No
BRW_333,41,Male,Business,98707,3,LN_333,1998939,40,9.5449340648535,268116,320032,34957,On-Time,3,179,Partially Recovered,6,Emails,No
BRW_334,65,Female,Business,182005,1,LN_334,390912,65,11.44665806317743,1770330,35169,14908,Missed,3,156,Fully Recovered,2,Legal Notice,Yes
BRW_335,49,Male,Self-Employed,25774,4,LN_335,1610336,27,17.92591716072721,464271,586470,31652,Delayed,2,34,Fully Recovered,7,Debt Collectors,No
BRW_336,57,Male,Business,162055,3,LN_336,85903,31,16.554127310744068,364765,878908,31344,Missed,4,74,Not Recovered,7,Calls,No
BRW_337,57,Female,Self-Employed,116468,0,LN_337,1302137,57,13.211038436858221,1920382,828681,26034,Delayed,2,175,Partially Recovered,6,Debt Collectors,No
BRW_338,64,Male,Self-Employed,116334,4,LN_338,1713900,78,12.68290351039703,2142064,159413,26788,Missed,8,32,Fully Recovered,1,Settlement Offer,Yes
BRW_339,27,Male,Self-Employed,38133,1,LN_339,662242,76,10.13060420535149,12879,862035,13751,Delayed,2,114,Fully Recovered,4,Legal Notice,No
BRW_340,46,Female,Salaried,166011,3,LN_340,562493,69,12.689303704628824,558086,177216,48482,On-Time,1,74,Fully Recovered,5,Settlement Offer,No
BRW_341,46,Female,Self-Employed,20781,4,LN_341,1526106,64,16.32999648107942,1531618,454988,34793,On-Time,4,72,Fully Recovered,9,Calls,Yes
BRW_342,53,Male,Self-Employed,134586,3,LN_342,1540017,12,14.536919646055587,701433,79360,33839,On-Time,5,77,Not Recovered,3,Calls,No
BRW_343,40,Male,Salaried,47624,3,LN_343,1055489,77,10.190484309957853,1386511,537732,39314,Missed,0,8,Not Recovered,9,Settlement Offer,No
BRW_344,49,Female,Salaried,26823,1,LN_344,919446,40,9.216103131588863,487947,438863,36453,On-Time,5,47,Not Recovered,4,Legal Notice,No
BRW_345,52,Female,Salaried,38489,2,LN_345,1526971,81,9.91729390696512,159472,123662,10385,Delayed,9,66,Not Recovered,8,Calls,Yes
BRW_346,47,Male,Business,191033,4,LN_346,691593,19,8.867351215321092,2091028,769776,19232,Missed,2,163,Partially Recovered,6,Calls,Yes
BRW_347,66,Female,Salaried,49118,1,LN_347,1604209,40,8.052047656260875,1698019,98843,44344,Delayed,3,118,Fully Recovered,1,Debt Collectors,No
BRW_348,52,Male,Salaried,120417,3,LN_348,1517130,62,11.610497918862604,1779472,797406,35790,Missed,5,171,Not Recovered,0,Emails,No
BRW_349,24,Male,Self-Employed,101816,1,LN_349,1584227,44,8.246295648380945,1301288,636438,16831,Delayed,7,132,Fully Recovered,1,Calls,No
BRW_350,67,Male,Salaried,173335,2,LN_350,250753,14,8.891038134998148,1916037,431599,21125,Delayed,8,118,Partially Recovered,2,Legal Notice,Yes
BRW_351,38,Male,Business,33565,4,LN_351,82101,71,13.020571527734347,2397466,780908,46708,Missed,5,85,Fully Recovered,1,Legal Notice,Yes
BRW_352,23,Male,Salaried,171426,2,LN_352,52775,46,8.810592010695322,2326168,619114,18682,Missed,6,105,Fully Recovered,2,Debt Collectors,Yes
BRW_353,54,Female,Business,194023,0,LN_353,1734361,80,7.702677441739931,1934984,474768,37870,On-Time,4,75,Not Recovered,9,Legal Notice,Yes
BRW_354,68,Female,Salaried,111179,4,LN_354,540399,31,10.491277350306737,1338971,884080,18288,On-Time,8,39,Not Recovered,8,Debt Collectors,Yes
BRW_355,36,Female,Salaried,43648,2,LN_355,95619,50,9.423510084841643,1096613,225121,36794,Delayed,3,18,Partially Recovered,3,Calls,Yes
BRW_356,63,Female,Salaried,61971,3,LN_356,1350964,15,12.668357067938144,92115,920460,40477,Delayed,9,46,Fully Recovered,8,Calls,No
BRW_357,47,Male,Salaried,38658,4,LN_357,462755,30,8.126037930415302,2037701,925581,25405,Delayed,5,64,Not Recovered,2,Calls,Yes
